Period,Team,Player,Type,X,Y,X2,Y2,Distance,Index,PlayLocation
1,Away,9,Shot,-82.96,-5.21,-90.70,-4.77,7.75,270,Play
1,Away,9,Shot,-93.65,-6.60,-75.13,40.53,50.64,271,Play
1,Away,9,Shot,-74.61,40.79,-27.04,37.84,47.66,272,Play
1,Away,4,Shot,-27.13,37.49,,,72.34,272,Play
1,Away,4,Shot,-26.52,37.23,-27.83,22.10,15.19,273,Play
1,Away,4,Shot,-28.26,22.01,-55.48,39.92,32.58,274,Play
1,Away,9,Shot,-66.00,39.40,,,45.62,274,Play
1,Home,87,Shot,-61.74,33.40,-55.22,39.58,8.98,274,Play
1,Home,87,Shot,-55.30,39.32,-24.78,40.27,30.54,276,Play
1,Home,61,Shot,-57.57,2.71,-24.78,4.71,32.84,276,Play
1,Away,4,Shot,-28.00,22.10,-7.30,18.62,20.99,276,Play
1,Away,10,Shot,-46.17,-28.08,-24.78,-21.21,22.47,276,Play
1,Home,87,Shot,-24.43,39.92,24.87,36.97,49.39,277,Play
1,Away,4,Shot,-7.30,18.79,33.04,29.40,41.72,277,Play
1,Away,10,Shot,-24.35,-21.21,29.13,-5.73,55.67,277,Play
1,Home,61,Shot,-25.13,4.97,13.91,4.01,39.06,277,Play
1,Home,87,Shot,25.65,36.62,46.52,28.36,22.45,278,Play
1,Home,61,Shot,14.09,3.92,25.57,4.36,11.49,278,Play
1,Away,4,Shot,33.91,28.45,52.09,22.71,19.06,278,Play
1,Away,10,Shot,29.48,-5.55,51.91,1.23,23.44,278,Play
1,Home,87,Shot,46.70,28.10,51.91,13.23,15.76,279,Play
1,Home,61,Shot,26.52,4.01,50.17,3.84,23.65,279,Play
1,Away,4,Shot,52.61,21.66,57.57,12.10,10.77,279,Play
1,Away,10,Shot,52.17,1.32,61.13,2.88,9.09,279,Play
1,Home,87,Shot,52.43,12.27,85.22,0.01,35.00,280,Play
1,Away,1,Shot,85.30,0.18,,,3.70,280,Play
1,Away,4,Shot,58.78,11.40,,,32.30,280,Play
1,Away,10,Shot,61.22,3.32,,,27.98,280,Play
1,Home,42,Shot,69.22,21.75,29.30,38.36,43.23,283,Play
1,Home,93,Shot,29.22,38.01,,,70.84,283,Play
1,Away,11,Shot,69.30,22.01,,,29.54,283,Play
1,Home,93,Shot,29.39,37.92,85.83,3.32,66.20,284,Play
1,Home,42,Shot,74.43,7.84,,,16.54,284,Play
1,Away,1,Shot,85.48,2.71,,,4.44,284,Play
1,Away,5,Shot,43.91,34.45,,,56.74,284,Play
1,Away,11,Shot,56.70,24.10,,,40.30,284,Play
1,Away,10,Shot,76.52,4.79,,,13.37,284,Play
1,Away,1,Shot,84.96,3.14,92.87,22.79,21.19,285,Play
1,Away,4,Shot,94.17,25.66,43.91,41.05,52.56,287,Play
1,Home,93,Shot,29.91,38.79,,,70.68,289,Play
1,Away,5,Shot,36.26,38.10,,,65.06,289,Play
1,Home,93,Shot,29.74,39.05,44.26,40.10,14.56,290,Play
1,Away,11,Shot,52.26,40.01,45.22,39.84,7.05,290,Play
1,Away,5,Shot,36.87,38.45,32.00,40.71,5.37,290,Play
1,Away,11,Shot,45.22,39.32,24.52,15.84,31.30,292,Play
1,Away,9,Shot,51.13,19.84,25.48,16.27,25.90,292,Play
1,Home,93,Shot,31.48,39.05,23.65,30.01,11.96,292,Play
1,Home,9,Shot,15.57,-13.99,-15.74,-1.38,33.75,292,Play
1,Away,9,Shot,25.83,5.14,-24.43,-3.38,50.98,294,Play
1,Home,93,Shot,23.57,27.58,-17.91,5.58,46.95,294,Play
1,Home,9,Shot,-15.13,-1.47,-45.13,3.49,30.41,294,Play
1,Away,9,Shot,-24.61,-3.12,-71.91,-0.51,47.38,295,Play
1,Away,5,Shot,-22.09,27.23,-54.00,17.49,33.37,295,Play
1,Away,11,Shot,-10.17,-7.47,-52.96,-8.34,42.79,295,Play
1,Home,9,Shot,-45.65,3.14,-74.96,-0.16,29.49,295,Play
1,Home,93,Shot,-18.96,5.32,-71.65,4.01,52.71,295,Play
1,Away,9,Shot,-75.22,1.92,-85.30,0.45,10.19,296,Play
1,Home,39,Shot,-85.22,1.40,,,4.03,296,Play
1,Home,9,Shot,-75.39,3.23,,,13.99,296,Play
1,Home,39,Shot,-85.13,1.84,-79.83,2.71,5.38,298,Play
1,Away,5,Shot,-80.00,2.01,-90.96,5.40,11.47,299,Play
1,Away,11,Shot,-74.61,-4.86,-79.04,-1.99,5.28,299,Play
1,Home,42,Shot,-80.26,3.14,,,9.29,299,Play
1,Home,93,Shot,-84.96,6.01,,,7.24,299,Play
1,Home,9,Shot,-82.17,-2.42,,,7.24,299,Play
1,Home,93,Shot,-99.48,-1.73,-77.04,-41.12,45.33,300,Play
1,Home,61,Shot,-56.87,-35.90,-75.48,-40.77,19.24,300,Play
1,Away,10,Shot,-27.57,-37.99,-41.30,-41.12,14.09,300,Play
1,Home,61,Shot,-75.91,-40.42,-36.87,-32.34,39.87,301,Play
1,Away,11,Shot,-68.78,-17.82,-50.00,-25.99,20.48,301,Play
1,Home,61,Shot,-36.87,-31.29,-22.87,10.97,44.52,302,Play
1,Home,42,Shot,-34.61,10.10,-23.39,11.66,11.33,302,Play
1,Away,5,Shot,-28.09,-9.47,,,61.64,302,Play
1,Home,42,Shot,-0.70,38.27,14.87,15.58,27.52,304,Play
1,Home,61,Shot,3.91,-10.16,15.13,15.40,27.92,304,Play
1,Home,61,Shot,15.83,16.01,26.35,22.45,12.33,305,Play
1,Home,55,Shot,24.61,9.23,26.00,21.92,12.77,305,Play
1,Away,5,Shot,23.74,40.45,28.87,27.49,13.94,305,Play
1,Away,4,Shot,48.35,31.14,53.57,22.01,10.52,305,Play
1,Away,10,Shot,54.09,-4.95,65.13,2.10,13.10,305,Play
1,Home,61,Shot,27.65,23.58,26.26,20.18,3.67,306,Play
1,Home,55,Shot,25.57,22.10,,,67.17,306,Play
1,Home,55,Shot,26.09,21.92,34.17,16.27,9.87,307,Play
1,Away,5,Shot,35.13,15.58,34.87,16.18,0.66,307,Play
1,Home,55,Shot,34.26,16.45,43.57,14.71,9.47,308,Play
1,Away,5,Shot,34.52,14.53,43.48,11.75,9.38,308,Play
1,Home,55,Shot,44.00,14.71,87.74,-2.34,46.94,309,Play
1,Away,1,Shot,84.78,1.58,87.91,-1.99,4.74,309,Play
1,Away,4,Shot,57.30,11.32,,,33.65,309,Play
1,Away,10,Shot,73.91,2.88,,,15.36,309,Play
1,Home,70,Shot,69.57,22.01,30.87,37.92,41.84,312,Play
1,Home,9,Shot,30.52,38.71,,,70.13,312,Play
1,Away,14,Shot,70.09,22.79,,,29.62,312,Play
1,Home,9,Shot,30.70,38.10,78.17,2.01,59.64,313,Play
1,Away,10,Shot,78.43,2.53,,,10.86,313,Play
1,Away,7,Shot,90.26,-13.03,89.22,20.01,33.06,315,Play
1,Away,7,Shot,89.57,20.10,26.09,5.14,65.22,316,Play
1,Away,14,Shot,25.57,4.45,-24.09,34.97,58.28,318,Play
1,Away,14,Shot,-25.48,37.66,-72.70,28.01,48.19,319,Play
1,Away,16,Shot,-19.04,30.88,-44.17,19.14,27.74,319,Play
1,Home,70,Shot,-24.96,21.32,-64.26,16.27,39.63,319,Play
1,Home,9,Shot,-36.26,31.40,-70.17,26.88,34.21,319,Play
1,Home,93,Shot,-29.48,-2.86,-65.39,5.66,36.91,319,Play
1,Away,14,Shot,-73.65,27.40,-98.52,5.14,33.38,320,Play
1,Away,14,Shot,-98.52,5.14,-76.70,-41.12,51.15,320,Play
1,Home,70,Shot,-68.00,12.97,-81.30,4.79,15.61,320,Play
1,Home,9,Shot,-70.43,26.88,-94.26,5.58,31.96,320,Play
1,Home,9,Shot,-94.26,5.58,-79.22,-36.25,44.45,320,Play
1,Home,93,Shot,-63.65,5.49,-82.61,-8.25,23.41,320,Play
1,Away,14,Shot,-76.43,-40.42,-98.87,5.40,51.02,321,Play
1,Away,14,Shot,-98.61,6.36,-67.39,40.27,46.09,321,Play
1,Away,4,Shot,-26.78,37.32,-57.65,40.10,30.99,321,Play
1,Home,70,Shot,-78.78,22.36,-68.43,33.14,14.94,321,Play
1,Home,70,Shot,-68.87,33.49,-61.57,41.14,10.58,322,Play
1,Home,75,Shot,-61.48,40.79,,,49.21,322,Play
1,Home,75,Shot,-62.35,40.71,-56.43,40.53,5.92,323,Play
1,Away,14,Shot,-54.35,40.45,,,53.26,324,Play
1,Away,75,Shot,-54.17,39.49,,,52.65,324,Play
1,Away,4,Shot,-57.13,39.66,-86.00,2.53,47.03,325,Play
1,Home,39,Shot,-86.35,2.10,,,3.38,325,Play
1,Home,75,Shot,-59.65,40.27,,,49.83,325,Play
1,Home,93,Shot,-83.65,6.53,,,8.44,325,Play
1,Home,70,Shot,-68.78,21.14,-74.35,4.01,18.01,328,Play
1,Home,14,Shot,-74.26,3.14,,,15.07,328,Play
1,Away,15,Shot,-68.17,21.75,,,30.11,328,Play
1,Home,70,Shot,-51.65,3.49,-24.70,-7.73,29.20,329,Play
1,Home,70,Shot,-24.35,-8.08,25.13,15.05,54.62,330,Play
1,Home,70,Shot,25.04,14.62,66.43,24.10,42.46,330,Play
1,Away,6,Shot,25.83,4.79,62.87,20.62,40.28,330,Play
1,Away,12,Shot,35.04,14.27,66.96,20.18,32.46,330,Play
1,Away,13,Shot,43.30,2.27,69.22,-0.77,26.09,330,Play
1,Home,70,Shot,69.22,22.27,86.17,4.01,24.92,332,Play
1,Away,1,Shot,86.96,4.01,,,4.50,332,Play
1,Away,6,Shot,62.87,21.23,,,33.67,332,Play
1,Away,12,Shot,67.22,18.79,,,28.77,332,Play
1,Away,13,Shot,71.30,0.01,,,17.70,332,Play
1,Away,1,Shot,85.65,3.66,84.09,8.97,5.53,334,Play
1,Away,12,Shot,72.52,14.36,83.91,9.40,12.42,334,Play
1,Away,12,Shot,83.83,10.18,66.78,40.62,34.88,335,Play
1,Away,6,Shot,66.26,40.53,,,46.48,335,Play
1,Away,6,Shot,66.70,40.53,40.26,40.88,26.44,336,Play
1,Away,15,Shot,33.22,18.62,25.30,39.49,22.32,336,Play
1,Home,14,Shot,44.17,39.92,,,60.03,336,Play
1,Home,22,Shot,29.91,37.92,,,70.21,338,Play
1,Away,15,Shot,25.74,39.40,,,74.53,338,Play
1,Home,22,Shot,31.48,36.88,87.57,1.84,66.13,339,Play
1,Away,1,Shot,86.96,1.75,84.96,2.10,2.03,339,Play
1,Away,6,Shot,44.17,33.40,,,55.90,339,Play
1,Away,12,Shot,73.65,14.01,,,20.78,339,Play
